Unnamed: 0,image,label,texts
34,rumor_images/9151c5f2jw1ebdes5unv2j20as0dwgmm.jpg,0,The State Food and Drug Administration began to centrally accept the report of the dog and meat museum on November 1st. Selling dog meat is illegal.
35,rumor_images/6ac60567jw1evpc20bw1yj20b40b4q3h.jpg,0,"Abe officially resigned -online play — Youku.com, video high -definition online watch O web link"
36,rumor_images/0066himHjw1ev2f40ygirj30f00qotak.jpg,0,This is the WeChat chat history of a teacher and her friend.
37,rumor_images/9b2b4fa5jw1ev1e2gvxkhj20fd07jaai.jpg|rumor_images/9b2b4fa5jw1ev1e2kiydlj20ee0kqdh1.jpg|rumor_images/9b2b4fa5jw1ev1e2nklztj20ci0m8gmb.jpg|rumor_images/9b2b4fa5jw1ev1e2qt1lnj20f00qo0tz.jpg|rumor_images/9b2b4fa5jw1ev1e2twahoj20f00qomy9.jpg|rumor_images/9b2b4fa5jw1ev1e2x1d89j20f00qogml.jpg|rumor_images/9b2b4fa5jw1ev1e31u4l0j20f00qoaas.jpg|rumor_images/9b2b4fa5jw1ev1e350848j20hs0hsmxo.jpg|rumor_images/9b2b4fa5jw1ev1e389do1j20f00qo769.jpg,0,##[[Hehe] What did you do [haha]
38,rumor_images/a269cfe3jw1eejoqh6x4gj20f00qogo5.jpg,0,Malaysia Airlines's latest news is 13458773821 is the number of the previous passenger MH370. It can be opened but no one can pick up everyone to pay the
39,rumor_images/69d3aa3djw1eot747qr4vj20f10qot9j.jpg,0,A three-year-old girl was abducted near the Fairview Garden Community.
40,rumor_images/7aef87bbjw1e3yaigyuknj20hj0oo42l.jpg,0,"The 3D ""Sadoko"" shot by Little Japan will be released on May 12 in mainland China. May 12 is the anniversary of the Nanjing Massacre."
41,rumor_images/6f08d871jw1dz4k84wjenj.jpg,0,Sichuan Tibetan areas are also the highest altitude in the world. Old clothes and shoes of children 4 to ten years old are needed to wash.
42,rumor_images/88ad5c7djw1e1l6asft1xj.jpg,0,"Qin's acting skills have damaged Shanghai's reputation. Another citizen only went to the TV station to donate more than 30,000 yuan."
43,rumor_images/005AQKDZgw1epes4fjeahj30f00hl40x.jpg,0,"Dr. Li Yan encountered pregnant women to help him produce, but afterwards, he went to court with the defendant of ""illegal medicine"". Isn't the doctor a doctor outside the hospital?"
44,rumor_images/7e209eb2jw1e2njolzavpj.jpg,0,"He died at 8:30 in the morning on March 12 at the age of 53 at the Tzu Chi Hospital in Shaoxing, Zhejiang. He played Sun Wukong"
45,rumor_images/8e7332d3jw1e4e9wpxqlej20q40iiwhq.jpg,0,"The three Samsung Apple Foxconn donated a total of 160 million yuan, and the average distribution was about 1.05 million. The total population of Ya'an was 1.53 million"
46,rumor_images/a7caf992jw1e0iniex202j.jpg,0,"There are two appeared in Shenyang, and there are also mothers in Shenzhen. When parents take a camera to take pictures, dizziness will appear."
47,rumor_images/a5a34875jw1e7de21ri8dj20hs0qo0yf.jpg,0,"A Chinese tourist traveled in Thailand, he ate a lot of durian and drank cola. As a result, a sudden death of heart disease was only 28 years old."
48,rumor_images/6d8450b9jw1e0lc9tl1m5j.jpg,0,"Fire in the family, his parents died, his brother was seriously injured, and he wanted to see her last. Love transmission, let's witness the power of Weibo together, please"
49,rumor_images/3e03f049jw1eq90d1dr86j20ml0e3dhb.jpg,0,"Qiu He, on one side, was holding a judgment with a baton, on the other hand with a camera, and behind it was a huge bulldozer and various demolition machines"
50,rumor_images/a03ccce5jw1ehb1axl6wcj20g40c3dgt.jpg,0,"There are hundreds of dogs, and no one adopt it to be euthanized. You can make a call of 15804650385. It is dead on June 15th."
51,rumor_images/5a8cab04jw1etilafpyxzj20f00qo75r.jpg,0,The clue remuneration is 1 million help spread. The little boy could say his name ... Wang He.
52,rumor_images/0062XubVjw1er8e43bvh3j30dm0o775x.jpg,0,"The clue remuneration was 100,000 to help spread. The little girl could say that her dad's mobile phone number was in the monitoring."
53,rumor_images/736f0c7ejw1exhxtg31a2j207k0dct9r.jpg,0,"The tragedy of Taihe County, Anhui, the local government is very awesome. O second to shoot videos."
54,rumor_images/4a71134djw1dwmjjh2d1uj.jpg,0,Aoi Aoi announced his withdrawal from Chinese Weibo because of the China -Japan Diaoyu Islands!Bottom line.-Sther from the Yangtze River Network.
55,rumor_images/0065zAhijw1etjlhd49k3j30hs0hsmy9.jpg,0,"The school also gave a meeting to parents, saying that all the streets were gone on the street, and they walked downstairs at the door of the house. Vancoules, cars"
56,rumor_images/6fa1120djw1es2itg5ftnj20hs0hs75h.jpg,0,"The 3D ""Sadoko"" shot in Japan will be released on May 12 in mainland China. May 12 is the anniversary of the Nanjing Massacre."
57,rumor_images/0065BnA0jw1euztxop90jj30ba0dw758.jpg,0,"Calcium milk, future star, QQ star, beautiful juice fruit pineapple flavor. All contain Botox. Emergency recall. Those who have children turn it down!"
58,rumor_images/af40bebcjw1eog5kvrnwpj20m80d7abh.jpg,0,"Wangzi Milk, Coca -Cola, Shuangxiu, Wahaha AD Calcium Milk, Domezi, Abbott, Meijuyuan milk pineapple flavor. All contain Bot"
59,rumor_images/a093a169gw1dzkb57stefj.jpg,0,"Lin Guifang, a 6 -year -old Tibetan area in Sichuan. Her parents worked outside a job accident and had a difficult car accident. In winter, there was"
60,rumor_images/6ec54a74jw1e7ec83a7qxj20da0hsaa7.jpg,0,"A Chinese tourist was traveling in Thailand, he drank cola after eating a lot of durian, causing caffeine poisoning blood pressure to surge. As a result, it caused sudden heart disease"
61,rumor_images/b4d48669jw1ertpwkbgtmj205006hwei.jpg,0,"Star, beautiful juice fruit granules, creamy pineapple flavor. All contain Botox. Now emergency recall."
62,rumor_images/ad761a50jw1erx8kiptv0j207s07swfl.jpg,0,"Wangzi Milk, Coca -Cola, Shuangxiu, Wahaha AD Calcium Milk, Future Star, QQ Star, Beautiful JuiceYuanguo grain milk is excellent"
63,rumor_images/652f5916gw1elgi3vev9fj20fa0bhdgs.jpg|rumor_images/652f5916gw1elgi3yf3hzj20sg0lcjwt.jpg|rumor_images/652f5916gw1elgi3w5cntj20fa0bgdi7.jpg|rumor_images/652f5916gw1elgi3z18vhj20dw0afq55.jpg|rumor_images/652f5916gw1elgi3zdsqbj20dw0afab3.jpg|rumor_images/652f5916gw1elgi3zspv8j20go0cmtav.jpg|rumor_images/652f5916gw1elgi3x0zuij20fa0adjst.jpg|rumor_images/652f5916gw1elgi42b06oj20p00k4gq0.jpg|rumor_images/652f5916gw1elgi3xeadmj20fa0bht9j.jpg,0,"Netizens broke the news on the 17th, and beggars with camel begging appeared on the streets of Foshan, Guangdong. The camel limbs on the picture are amput"
64,rumor_images/a5384a49jw1ebfrrlo94tj20f00qot9w.jpg,0,"State Food and Drug Administration began to accept the report of the dog and meat hall on November 1st. Great, selling dog meat is illegal. Report telephone: 12331."
65,rumor_images/8e5b4d83jw1erbcu5czqjj20hs0vk0wl.jpg|rumor_images/8e5b4d83jw1erbcqq3e7sj20f10qotb2.jpg,0,"A three -year -old girl is abducted near the Splendid Garden Community. I urgently find a child, ask for a turn. Ask for help."
66,rumor_images/aa1e9a58jw1eejknkjpmyj20hs0vk415.jpg,0,Malaysia Airlines this advertisement.EssenceEssenceEssence
67,rumor_images/c4c92007jw1ej1jobq9gsj20dr07k74s.jpg,0,"NetEase netizen: ""Whose group is the most, help turn to a job, find a vocational school student named Liu Jiuxue, 16 years old, please return"
68,rumor_images/7941ad24tw1ejix16yaz1j20b50afmy4.jpg,0,A female college student was arrested for seeing Ke Zhendong. The two confessed to the illegal act of taking marijuana.
69,rumor_images/71f06618gw1ejk85sd0pqj20ak0abab2.jpg,0,Fang Zuming provided 120 people's drug use list for the entertainment industry. Ke Zhendong and Fang Zuming have been admitted.
70,rumor_images/75edb39bjw1e71pe995yzj20hs0qo0v9.jpg,0,"A woman in Chongqing said to her child: ""After earning money, I will buy some meat to eat"" The child replied happily: ""Okay, okay, I washed vegetables"
71,rumor_images/3bc3760bjw1evnd27tzfxj205k08c3yo.jpg,0,"When Jobs died, the Chinese were overwhelming screens. Mr. Shao Yifu was born today. We have a teaching building of thousands of schools called ""Yifu Teaching Building"
72,rumor_images/8d944b9djw1eq51bs1zsyj20oz18g0xs.jpg,0,"Mr. Shao Yifu came out ... Mourning, we have a teaching building of thousands of schools called ""Yifu Teaching Building"".Facilities and educational facilities, Mr"
73,rumor_images/4aba9e54jw1e0hto66s77j.jpg,0,"Coca -Cola admits that its (fruit orange) contains the disabled pesticide ""multi -bacterial spirit"" Multi -b bacterial spirit can cause cancer such as cerebral paralysis and liver tumor"
74,rumor_images/4aa973e8jw1e4v1kwub05j20da0hsjsq.jpg,0,"There is a color block at the tail of each toothpaste bag. Green indicates that the ingredients of the toothpaste are pure natural. Blue means natural and drug containing, red indicates chemical"
75,rumor_images/6df0e99bjw1ebedczqnanj20iq0puwgl.jpg,0,Selling dog meat is illegal in China. State Food and Drug Administration began to accept the report of the dog and meat hall on November 1st.
76,rumor_images/678fb315jw1dtm9bb6h17j.jpg,0,"It is understood that this monkey is called ""stone monkey"", which is the only pet monkey that allows individuals to raise individuals. Some netizens said: The stone monkey's personality is too"
77,rumor_images/ec18c845jw1ehf1eko3ejj20hs0nuwii.jpg,0,Searching 13759695559 helped spread. The little girl could say that her dad's mobile phone number was held by a 40 -year -old man.
78,rumor_images/842a4890jw1eef7prwr11j20f40qojtv.jpg|rumor_images/842a4890jw1eef7pryys1j20c806ct95.jpg,0,"#Hijacking the plane. After returning at a low altitude, the government has failed to talk about the conditions."
79,rumor_images/a340371cjw1e7jm6r9nvjj20790553yv.jpg,0,"A bucket of golden fish consumption oil is more than 70 yuan in Chinese supermarkets, $ 1.6 in Wal -Mart, New York. A barrel of 5 -liter golden fish Consumption"
80,rumor_images/b4b2751ejw1e4z61n7crhj20hs0dc0tp.jpg,0,"Pay attention to the color bar at the bottom of the back of the toothpaste. Try to choose green, divided into 4 types: green, blue, red, black. Green:"
81,rumor_images/534103b9jw1e1btgzth6kj.jpg,0,Share the blog post of Liu Wayu's lyrics: Who is the behind -the -scenes director of Zhao Hongxia and the Chang Yan incident O webpage link
82,rumor_images/66aa364cjw1e3x9upfjk3j20ql0hsabz.jpg,0,"A policeman rescued a panda pressed under a wooden board during the earthquake. The movement was turned over again, and the panda was rescued. The panda hugged the police uncle's"
83,rumor_images/6b1617e5jw1dzp8r1jtidj.jpg,0,"Sichuan Tibetan districts need clothes and shoes of 410 -year -old children. If you do n't have a suitable clothes, you can mail it."
84,rumor_images/82c55a23jw1e5yl4zts49j20hs0dcgnn.jpg|rumor_images/82c55a23jw1e5yl55bxz9j20c50hsmyn.jpg,0,A handsome man in a bar in Shanghai was castrated on the spot. A white Porsche of the bar at the scene of the incident entered the bar.
85,rumor_images/dce17f19jw1e7varrb98nj20f00as757.jpg,0,"Tonglu Public Security said on the official Weibo that this society seems to be all messy, and things happen on a mountain near Tonglu near Hangzhou."
86,rumor_images/627a640ajw1ev1dbu4y0bj20cj0m8dhm.jpg|rumor_images/627a640ajw1ev1dbvkeh2j20f00qo0un.jpg|rumor_images/627a640ajw1ev1dbwx0phj20f00qot9v.jpg|rumor_images/627a640ajw1ev1dbyygx9j20hs0kajuf.jpg|rumor_images/627a640ajw1ev1dbsc2joj20ez0qojts.jpg|rumor_images/627a640ajw1ev1dc1jwk0j20et0m80ux.jpg|rumor_images/627a640ajw1ev1dc2v2ckj20ci0m8wgq.jpg|rumor_images/627a640ajw1ev1dc4xh94j20d70gnwhb.jpg|rumor_images/627a640ajw1ev1dcbokyuj20m80etdjr.jpg,0,"##I would like to believe that the following is fake, but the official data is indeed not believed ... there are no exact news to rumors ...@"
87,rumor_images/7f270327jw1erndqj9qabj20k00e5q4v.jpg|rumor_images/7f270327jw1erndqjq1x1j218g0p00zj.jpg,0,The little girl had a call to the recipient call. It took a lot of effort to mail a pack of clothes. This place is so poor. How can there be a phone call
88,rumor_images/670ccf7atw1dwkfw4tfy9j.jpg,0,Ishihara Yanqi is 43 years old. The painter is the fourth son of Tokyo.
89,rumor_images/7ccb3febtw1dvo7xjfdzdj.jpg,0,"If this year's London Olympics end, as long as the Chinese team can still rank in the top two on the gold medal list, participate in the reposting this Weibo."
90,rumor_images/005TRPtVjw1eoccorjggej30m80hs75o.jpg,0,"Maternal and Child Health Hospital reminds you, please do not give your baby a crooked and crooked milk drink with additives. Wang Zi milk., Coca -Cola, Shuang crooked.W"
91,rumor_images/a85b9deegw1dwslo2ozc8j.jpg,0,"President Hu has ordered that if Japan breaks into the Diaoyu Islands and its affiliated islands within 12 nautical miles, the Chinese Navy can immediately conduct military strikes."
92,rumor_images/a2601639jw1eqqxw4hukyj20c808574g.jpg,0,"Wang Zi milk., Coca -Cola, Shuang crooked.Wahaha AD calcium milk, Domeiz, Abbott, beautiful juice fruit grain milk pineapple flavor. All contain Botox"
93,rumor_images/bf761c84jw1epzua9eq38j20hs0nqdgb.jpg,0,"Parents please look at the picture. If you have this .., please unplug it in time. Children will make mistakes and feel that it is fun in their mouths, which is very"
94,rumor_images/baf1a607jw1evraospvu9j20dw08fq3i.jpg,0,"Japanese Prime Minister Abe announced his resignation today. 120,000 people in Japan surrounded the Parliament Building and held a protest assembly against the Security Act."
95,rumor_images/793053e5jw1ejitw16h6wj20c209ot9e.jpg,0,#Has investors and players.
96,rumor_images/668637efjw1dzhymjxlobj.jpg,0,"Sichuan Tibetan districts need clothes and shoes of 410 -year -old children. If there is no suitable clothes, you can mail it."
97,rumor_images/7467e202jw1ekente5ehkj208o081weu.jpg,0,"Typhoon No. 16 ""Crow"" is now generated on the eastern sea surface of the Philippines. It is expected that the day after tomorrow will affect Hainan Haik"
98,rumor_images/76aa461ajw1eqz3rhy1ztj20cb094q3c.jpg,0,"The pediatrician reminds you, please do not drink crooked and crooked milk drinks with additives. Wangzi Milk, Coca -Cola, Shuangxiu, Wahaha AD Calcium Milk"
99,rumor_images/7583d1d0jw1emlzqw00wgj20dc07it9p.jpg|rumor_images/7583d1d0jw1emlzqwib2fj20a00dcmxq.jpg,0,China's first announcement of bankruptcy was the Bank of Hainan in 1998. China Minsheng Bank Wuhan Branch declared bankruptcy.
100,rumor_images/736f0c7ejw1exhv4oqmawj20dc0nqdhs.jpg,0,"It is said that it happened in Taihe County, Anhui Province, and a miserable tragedy, saying that the underworld killed a family of seven. Dao Dao said,"
101,rumor_images/87bd824djw1esiwz0keblj21kw24qdx3.jpg,0,"Teacher's mother picked up a wallet at the bus with two ID cards, driving licenses, and three train tickets from Huizhou to Wuchang. How to go home without"
102,rumor_images/006akgbjgw1ev1vjt3643j30f00qotb8.jpg|rumor_images/006akgbjgw1ev1vjtahvdj30f00qo0uk.jpg|rumor_images/006akgbjgw1ev1vjtyo1hj30ku0ep77b.jpg|rumor_images/006akgbjgw1ev1vjusidkj30f00qojtl.jpg|rumor_images/006akgbjgw1ev1vjwaqw7j30c80fo0v8.jpg|rumor_images/006akgbjgw1ev1vjwo67zj30f00qotbi.jpg|rumor_images/006akgbjgw1ev1vjvnw8zj30et0m8acd.jpg|rumor_images/006akgbjgw1ev1vjs9b2wj30m80go40b.jpg,0,Tianjin Tanggu Big Bang
103,rumor_images/6762d6aajw1ej67c2e08vj20ak0fr0uv.jpg,0,"Suizhou City, Hubei, China will hold a seminar on the Journey to the West. A South Korean scholar said that many years of research proved that ""Journey to"
104,rumor_images/89edf54fjw1dydgtildo8j.jpg,0,"Old clothes and shoes from 4 to ten -year -old children around, just wash it, donate to children in Tibetan areas in Sichuan."
105,rumor_images/6693ce84gw1ej68agywhuj20c807kmxx.jpg|rumor_images/6693ce84gw1ej68ahb1foj20c80pe0wr.jpg,0,"The four famous Chinese masterpieces ""Journey to the West"" actually called Korean scholars who originated in South Korea. Traditional Chinese medicine, Confucius, Dragon Boat Festival, live word"
106,rumor_images/7f06ba6atw1e6vhnaelngj209s0dyaba.jpg,0,"A group of young and powerful urban management beaten a car hawker and died. If it weren't for the masses to come up, I would like to die or disabled."
107,rumor_images/c5cc2c52jw1e4p1alycpij20i80i80ul.jpg,0,Tour group in Shenyang in the mainland threw 30 lit cigarette butt to the duck. Hong Kong police have been prisoned by the Police Police.
108,rumor_images/497a313djw1dzgmbnu969j.jpg,0,Sichuan Tibetan District needs clothes and shoes of 410 -year -old children. New and old is not limited.
109,rumor_images/61126499jw1e5ank04uo1j20m80cltai.jpg,0,"When buying toothpaste, pay attention to the color bar at the bottom of the back of the toothpaste tube. Try to choose green and blue, divided into 4 types: green:"
110,rumor_images/ba21f146jw1e6m83dx83hj20hs0qg777.jpg,0,A friend of a friend's friend was abducted near the Grand Runfa Supermarket. The little girl was more than three years old and could accurately tell her dad's mobile phone number.
111,rumor_images/414a2decjw1e6mq0lj2axj20hs0qodhi.jpg,0,A citizen daughter was abducted near Xunlimen Darunfa Supermarket. The little girl is more than three years old and can accurately say her dad's mobile phone number.
112,rumor_images/a1e3818dgw1dth357kuy8j.jpg,0,"Sun Yuqing, Sun Yuting, twins, 12 years old 143m Shandong primary school students, have not returned to school on Monday night."
113,rumor_images/a28e3f20jw1etd5503khgj20hs0vkacj.jpg,0,A 2-year-old boy was abducted near the Sunshine Community. He was monitored by a man in his forties.
114,rumor_images/3ea48b0fjw1eqid0kfimwj20go0gon0a.jpg,0,"O yesterday, a Wenzhou female student jumped off the building, the reason for the investigation of the Education Bureau shocked me! Share it with you, come and see!"
115,rumor_images/98ab7b5ejw1dzmsizwjj6j.jpg,0,Sichuan Tibetan districts need clothes and shoes of 410 -year -old children.
116,rumor_images/9d797b62gw1e11d69yhvyj.jpg,0,"[Sina Weibo can not be opened at noon, it turned out to be the case.Essence】 45 minutes after 42G, it is really a big company"
117,rumor_images/005D7vuujw1etdwnq50cuj30hs0nqaau.jpg,0,A ten-year-old boy was abducted near the Splendid Garden Community. The little boy could say his name. Help T -Together 13016855568 Plusal reward
118,rumor_images/59555683jw1e5m6puyf12j20b40d4aaz.jpg,0,"A kind of maggots are parasitic, almost 100%of cherries are available. Find the freshest cherry, put it in a transparent glass, pour it into the water and"
119,rumor_images/afa32ec6jw1e513umjuupj20g40bzwfj.jpg,0,"The black Guangben sedan is rented and applied to other people's licenses. This woman had a sister named Bi Juan as the daughter-in-law of He Xiong, the"
120,rumor_images/d7f2f029jw1eo2xrqe9e0j20f0090mxm.jpg|rumor_images/d7f2f029jw1eo2xrr9flnj20hs0nqab9.jpg,0,The surveillance video saw that she was taken away by a man in his forties. The family was crazy.
121,rumor_images/a5302bc2jw1dzs6z2mxl2j.jpg,0,"The woman revealed that her ex -boyfriend always likes to drink high liquor, and this time. The doctor said that the reason for the current fire is unknown."
122,rumor_images/5cdb8fcbjw1e3c88c6w2ej.jpg,0,The use of Chinese WeChat has contained traffic fees. WeChat charges will start on July 1.
123,rumor_images/484c787djw1dybsv3dn7lj.jpg,0,Our school needs clothes and shoes of children aged 4 to ten. Sichuan Tibetan areas are the highest altitude in the world.
124,rumor_images/0064tVDvjw1es0n5i699lj306e0790sx.jpg,0,"The Chinese ""Jinling Thirteen Sisters"" is zero in the box office of Japanese devils. Please do n’t enter the theater on the 12th to zero the box"
125,rumor_images/7cd9aa4fgw1exkkj4w39gj20k00zk764.jpg|rumor_images/7cd9aa4fgw1exkkj5d4knj20m805waau.jpg,0,You have to deduct your nose and dig your nose
126,rumor_images/a7c5926ejw1dzmrlzlufij.jpg,0,Sichuan Tibetan districts need clothes and shoes of 410 -year -old children.
127,rumor_images/4034c3e7jw1dvq4s64xdej.jpg,0,Sun Yang's girlfriend is a post -90s model graduated from Renmin University of China. Zhang Bo came out to match.fall in love.
128,rumor_images/4c4fac65jw1er32z7n6y0j20c80ft0t9.jpg,0,"If you see these two people, please call the police immediately. Professional trafficking children's criminal suspects have not been arrested!"
129,rumor_images/9f1aef61jw1eqkjvo3tdrj20hs0qogpn.jpg|rumor_images/9f1aef61jw1eqkjvp41rgj20hs0nqdid.jpg,0,A three-year-old girl was abducted near the Splendid Garden Community. The little girl could say that her dad's mobile phone number was held by a man in his for
130,rumor_images/7188ed7ejw1eej7msatxyj20hs0kj0v8.jpg,0,##The system automatically forward!
131,rumor_images/53d3c592jw1dzmajomonrj.jpg,0,"Dazhu 16 -year -old girl holiday was welcomed in the hotel. Because of her beautiful appearance, she was raped by three senior officials. The lower body was rotten to death"
132,rumor_images/60ec80cfjw1e3ew45caynj.jpg,0,"China Mobile charges WeChat Weibo from September 1. Two charges: 1, 10 yuan/month for monthly; 2, Tolls according to numbers."
133,rumor_images/9f896b55jw1eef22533crj20f00qotcl.jpg,0,##Isn't this the truth & nbsp; & nbsp; I woke up in the morning and saw the space saying that the plane found it & nbsp; & nbsp; & nbsp;I am in: 2 Business Pedestrian Street
134,rumor_images/94a3f95ejw1e6mnbi6m5hj20f40qoabc.jpg,0,"This morning, my friend's colleague's daughter was abducted near Huadu RT -Mart Supermarket. The little girl was more than three years old and could accurately say her dad�"
